0;1;1;90;4;48.450000
0;1;1;90;4;41.450000
0;1;1;90;4;41.450000
0;1;1;90;4;41.450000
0;1;1;90;4;41.450000
0;1;1;90;4;62.450000
0;1;1;90;4;97.450000
0;1;1;90;4;69.450000
0;1;1;90;4;83.450000
0;1;1;90;4;41.450000
0;1;1;90;4;104.450000
0;1;1;90;4;69.450000
0;1;1;90;4;76.450000
0;1;1;90;4;62.450000
0;1;1;90;4;97.450000
0;1;1;90;4;48.450000
0;1;1;90;4;76.450000
0;1;1;90;4;90.450000
0;1;1;90;4;76.450000
0;1;1;90;4;27.450000
0;1;1;90;4;62.450000
0;1;1;90;4;62.450000
0;1;1;90;4;97.450000
0;1;1;90;4;97.450000
0;1;1;90;4;62.450000
0;1;1;90;4;83.450000
0;1;1;90;4;83.450000
0;1;1;90;4;83.450000
0;1;1;90;4;167.450000
0;1;1;90;4;76.450000
0;1;1;90;4;76.450000
0;1;1;90;4;76.450000
0;1;1;90;4;76.450000
0;1;1;90;4;83.450000
0;1;1;90;4;76.450000
0;1;1;90;4;90.450000
0;1;1;90;4;55.450000
0;1;1;90;4;90.450000
0;1;1;90;4;76.450000
0;1;1;90;4;83.450000
0;1;1;90;4;62.450000
0;1;1;90;4;69.450000
0;1;1;90;4;76.450000
0;1;1;90;4;55.450000
0;1;1;90;4;76.450000
0;1;1;90;4;76.450000
0;1;1;90;4;181.450000
0;1;1;90;4;83.450000
0;1;1;90;4;83.450000
0;1;1;90;4;111.450000
0;1;1;90;4;83.450000
0;1;1;90;4;111.450000
0;1;1;90;4;97.450000
0;1;1;90;4;90.450000
0;1;1;90;4;90.450000
0;1;1;90;4;111.450000
0;1;1;90;4;83.450000
0;3;3;124;4;181.150000
0;1;1;175;4;54.750000
0;1;1;130;4;48.000000
0;3;3;93;6;155.150000
0;1;3;90;4;48.450000
0;1;3;154;4;55.650000
0;3;3;164;7;149.500000
1;1;1;90;4;39.400000
1;1;1;90;4;32.400000
1;1;1;90;4;32.400000
1;1;1;90;4;32.400000
1;1;1;90;4;28.400000
1;1;1;90;4;144.400000
1;1;1;90;4;60.400000
1;1;1;90;4;95.400000
1;1;1;90;4;32.400000
1;1;1;90;4;116.400000
1;1;1;90;4;60.400000
1;1;1;90;4;67.400000
1;1;1;90;4;116.400000
1;1;1;90;4;46.400000
1;1;1;90;4;67.400000
1;1;1;90;4;109.400000
1;1;1;90;4;81.400000
1;1;1;90;4;53.400000
1;1;1;90;4;60.400000
1;1;1;90;4;123.400000
1;1;1;90;4;130.400000
1;1;1;90;4;67.400000
1;1;1;90;4;88.400000
1;1;1;90;4;95.400000
1;1;1;90;4;102.400000
1;1;1;90;4;158.400000
1;1;1;90;4;88.400000
1;1;1;90;4;74.400000
1;1;1;90;4;130.400000
1;1;1;90;4;102.400000
1;1;1;90;4;88.400000
1;1;1;90;4;109.400000
1;1;1;90;4;130.400000
1;1;1;90;4;102.400000
1;1;1;90;4;88.400000
1;1;1;90;4;116.400000
1;1;1;90;4;81.400000
1;1;1;90;4;74.400000
1;1;1;90;4;200.400000
1;1;1;90;4;102.400000
1;1;1;90;4;109.400000
1;1;1;90;4;123.400000
1;1;1;90;4;123.400000
1;1;1;90;4;151.400000
1;1;1;90;4;144.400000
1;1;1;90;4;88.400000
1;1;1;90;4;172.400000
1;1;1;90;4;144.400000
1;1;1;90;4;116.400000
1;3;3;124;4;242.100000
1;1;1;130;4;59.950000
1;3;3;93;6;174.100000
1;1;3;90;4;74.400000
1;1;3;154;4;158.600000
1;3;3;164;7;175.450000
1;3;3;90;7;178.050000
1;3;3;153;6;178.150000
1;1;1;133;4;58.000000
1;3;3;99;4;173.800000
1;3;3;176;4;202.250000
1;1;3;90;6;88.550000
1;3;3;90;7;195.900000
1;3;1;126;4;153.950000
1;3;3;116;6;154.400000
1;7;7;90;4;362.100000
1;1;3;90;6;48.600000
1;3;3;90;8;148.700000
1;3;3;140;9;148.900000
1;1;1;90;8;56.100000
2;1;1;90;4;31.100000
2;1;1;90;4;24.100000
2;1;1;90;4;24.100000
2;1;1;90;4;143.100000
2;1;1;90;4;66.100000
2;1;1;90;4;101.100000
2;1;1;90;4;24.100000
2;1;1;90;4;122.100000
2;1;1;90;4;52.100000
2;1;1;90;4;66.100000
2;1;1;90;4;136.100000
2;1;1;90;4;45.100000
2;1;1;90;4;31.100000
2;1;1;90;4;115.100000
2;1;1;90;4;80.100000
2;1;1;90;4;52.100000
2;1;1;90;4;59.100000
2;1;1;90;4;115.100000
2;1;1;90;4;171.100000
2;1;1;90;4;66.100000
2;1;1;90;4;80.100000
2;1;1;90;4;108.100000
2;1;1;90;4;150.100000
2;1;1;90;4;80.100000
2;1;1;90;4;66.100000
2;1;1;90;4;129.100000
2;1;1;90;4;108.100000
2;1;1;90;4;87.100000
2;1;1;90;4;178.100000
2;1;1;90;4;136.100000
2;1;1;90;4;101.100000
2;1;1;90;4;80.100000
2;1;1;90;4;115.100000
2;1;1;90;4;80.100000
2;1;1;90;4;73.100000
2;1;1;90;4;199.100000
2;1;1;90;4;108.100000
2;1;1;90;4;185.100000
2;1;1;90;4;122.100000
2;1;1;90;4;150.100000
2;1;1;90;4;150.100000
2;1;1;90;4;150.100000
2;1;1;90;4;206.100000
2;1;1;90;4;143.100000
2;1;1;90;4;122.100000
2;3;3;124;4;289.800000
2;1;1;130;4;65.650000
2;3;3;93;6;228.800000
2;1;3;90;4;115.100000
2;1;3;154;4;206.300000
2;3;3;164;7;230.150000
2;3;3;90;7;239.750000
2;3;3;153;6;260.850000
2;1;1;133;4;70.700000
2;3;3;99;4;242.500000
2;3;3;176;4;249.950000
2;1;3;90;6;157.250000
2;3;3;90;7;243.600000
2;3;1;126;4;152.650000
2;3;3;116;6;188.100000
2;7;7;90;4;353.800000
2;1;3;90;6;75.300000
2;3;3;90;8;182.400000
2;3;3;140;9;175.600000
2;1;1;90;8;61.800000
2;1;3;129;4;78.500000
2;3;1;90;7;64.950000
2;1;3;90;4;80.100000
2;1;3;90;4;60.300000
2;3;1;90;9;147.250000
2;5;7;90;4;269.000000
2;6;1;90;7;298.050000
2;3;7;90;8;148.150000
2;1;3;135;4;55.650000
2;3;1;90;7;149.350000
3;1;1;90;4;22.049999
3;1;1;90;4;15.049999
3;1;1;90;4;15.049999
3;1;1;90;4;134.049999
3;1;1;90;4;57.049999
3;1;1;90;4;99.049999
3;1;1;90;4;15.049999
3;1;1;90;4;120.049999
3;1;1;90;4;43.049999
3;1;1;90;4;71.049999
3;1;1;90;4;204.049999
3;1;1;90;4;43.049999
3;1;1;90;4;113.049999
3;1;1;90;4;78.049999
3;1;1;90;4;43.049999
3;1;1;90;4;50.049999
3;1;1;90;4;141.049999
3;1;1;90;4;281.049999
3;1;1;90;4;64.049999
3;1;1;90;4;71.049999
3;1;1;90;4;99.049999
3;1;1;90;4;141.049999
3;1;1;90;4;71.049999
3;1;1;90;4;57.049999
3;1;1;90;4;120.049999
3;1;1;90;4;106.049999
3;1;1;90;4;85.049999
3;1;1;90;4;176.049999
3;1;1;90;4;127.049999
3;1;1;90;4;99.049999
3;1;1;90;4;71.049999
3;1;1;90;4;106.049999
3;1;1;90;4;71.049999
3;1;1;90;4;71.049999
3;1;1;90;4;197.049999
3;1;1;90;4;29.049999
3;1;1;90;4;288.049999
3;1;1;90;4;281.049999
3;1;1;90;4;148.049999
3;1;1;90;4;148.049999
3;1;1;90;4;155.049999
3;1;1;90;4;204.049999
3;1;1;90;4;134.049999
3;1;1;90;4;120.049999
3;3;3;124;4;294.750000
3;1;1;130;4;56.600000
3;3;3;93;6;226.750000
3;1;3;90;4;127.050000
3;1;3;154;4;267.250000
3;3;3;164;7;270.100000
3;3;3;90;7;293.700000
3;3;3;153;6;300.800000
3;1;1;133;4;75.650000
3;3;3;99;4;303.450000
3;3;3;176;4;310.900000
3;1;3;90;6;183.200000
3;3;3;90;7;297.550000
3;3;1;126;4;150.600000
3;3;3;116;6;214.050000
3;7;7;90;4;344.750000
3;1;3;90;6;122.250000
3;3;3;90;8;187.350000
3;3;3;140;9;180.550000
3;1;1;90;8;59.750000
3;1;3;129;4;104.450000
3;3;1;90;7;47.900000
3;1;3;90;4;85.050000
3;1;3;90;4;65.250000
3;3;1;90;9;145.200000
3;5;7;90;4;259.950000
3;6;1;90;7;296.000000
3;3;7;90;8;139.100000
3;1;3;135;4;53.600000
3;3;1;90;7;147.300000
3;5;7;180;6;284.100000
3;3;3;90;4;178.900000
3;3;3;144;4;143.900000
3;3;1;124;8;145.100000
3;3;1;151;4;145.750000
3;1;1;181;9;46.600000
3;1;1;169;4;47.200000
3;1;6;90;4;75.950000
3;1;6;90;4;76.050000
3;1;1;90;4;62.500000
3;1;3;173;4;49.050000
3;3;1;255;4;149.850000
3;3;1;90;7;150.000000
4;1;1;90;4;12.999999
4;1;1;90;4;5.999999
4;1;1;90;4;5.999999
4;1;1;90;4;131.999999
4;1;1;90;4;47.999999
